Q3624078	sovereign state
Q47455491	municipal electoral district in Canada
Q47512221	horse cavalry regiment
Q47512214	horse cavalry unit
Q7209526	police tactical unit
Q48834899	special administrative region
Q49459835	fraternal hall
Q50079928	luge track
Q50156634	pathogen spread
Q50424085	copyright status
Q50829016	board zither
Q19589438	simple chordophone
Q51077473	Wikidata property related to time and duration
Q30318016	orc in a work of fiction
Q52111282	United States Environmental Protection Agency ecoregion
Q54290607	choir
Q54856399	Wikimedia conference
Q55031666	liceo
Q52252814	upper secondary school in Italy
Q55663163	Wikidata property related to television programs
Q19842015	web-safe color
Q360982	field recording
Q56321344	motorcycle race
Q56627913	ceremonial object
Q5369651	historical source
Q56809604	dihydropyran
Q56871194	type of business entity in Greece
Q55724840	necked box lute
Q192096	bowed string instrument
Q2141970	solo album
Q58327659	information services
Q59156734	territorial bibliography
Q60310748	pot
Q523562	heavy cavalry
Q60662890	DL-leucine
Q420726	branched-chain amino acid
Q55662747	pair of enantiomers
Q116781	open educational resources
Q7604380	statistical area of the United States
Q1139327	rivalry
Q64222248	catalog of works
Q64490328	military housing
Q64506391	sustainability model
Q64728693	non-existent entity
Q12812139	technical term
Q3535655	cataloging
Q66472631	nautical term
Q66715835	service industry worker
Q66746294	U-boat unit
Q67008917	biological products
Q66902062	complex mixtures
Q66626337	Wikidata property for authority control for thoroughfares
Q67518233	process
Q67518978	occurrent
Q27976689	duology
Q68614425	motif
Q73755302	Teenage Mutant Ninja Turtles species
Q14819853	learning or memory
Q11047409	athletic culture
Q1190058	physical intimacy
Q3482410	group behaviour
Q4686698	adversarial process
Q2024731	plumbing fixture
Q51938570	entertainment software
Q30017	high tide
Q1189816	ethnic religion
Q5179297	covert agent
Q517596	mechanism
Q578779	pure substance
Q11790203	branch of chemistry
Q103382	amorphous solid
Q17310537	None
Q747883	physical activity
Q589656	sexual minority
Q11081619	land
Q7493990	sheltered housing
Q23384	tide
Q28195494	fluid flow
Q170475	oscillation
Q26384	do it yourself
Q690109	branch of service
Q31184	sibling
Q34171	Kra–Dai languages
Q1975935	bushi
Q4350743	census
Q29051383	population estimation
Q1417950	booby prize
Q1760958	cutting tool
Q2578402	hand tool
Q9380010	None
Q18564125	business management
Q15978876	canonization status
Q44405	theocracy
Q59226848	La cerámica arqueolgíca de Cholula. Eduardo Noguera. Biblioteca de Historia y Arqueología Americanas, Editorial Guarania, Mexico, 1954. 315 pp., 41 figs., 99 pls. (39 in color), 3 tables, 1 chart, 1 map. $150.00 (Mex.)
Q16829513	intermediate product
Q810447	bass
Q18324095	administrative territorial entity of Palestine
Q1208927	autonomous administrative territorial entity of China
Q62928	Semitic
Q63361041	Afroasiatic peoples
Q72638	consumer
Q103903	telephone numbering plan
Q104053	phenotype
Q1211967	trait
Q105674	running
Q110660	creature in Harry Potter
Q3370097	patronym
Q114046	occupation
Q3686466	None
Q1046481	long gun
Q154250	tavern
Q1753139	power source
Q6046311	interface standard
Q3635085	communication software
Q497173	oxoacid
Q417633	self-governance
Q1543615	gratis
Q151411	designation
Q161524	mask
Q289	television
Q165503	baron
Q170058	continuous function
Q853725	social relation
Q2901852	compound of carbon
Q174733	bipartite graph
Q1187620	perfect graph
Q1800545	migration
Q177718	sideman
Q622416	motorboat
Q61958677	widow or widower
Q22676603	federal system
Q3475123	navigation system
Q42989	topology
Q30224316	natural history collection
Q15644911	administrative territorial entity of the Roman Empire
Q3152896	reed aerophone
Q186713	simple machine
Q1408286	production process
Q11879003	environmental resource
Q188745	platonic solid
Q735071	regular polyhedron
Q190354	bantustan
Q192624	metre
Q835023	poetics
Q2366155	ionic compound
Q193463	continuum mechanics
Q193657	convex set
Q1502030	thematic map
Q203443	headstone
Q56055312	sepulchral monument
Q207101	sociolect
Q2330030	None
Q7978067	weapon testing
Q1160573	horse breed
Q1194368	capital ship
Q128030	dynamics
Q16963856	aerohydromechanics
Q223642	interpersonal relationship
Q227675	animal breeding
Q995745	artificial selection
Q4023882	selective breeding
Q240313	battery
Q30129212	artillery unit
Q12076831	hierarchy of administrative territorial entities of countries in Europe
Q835420	teaware
Q251777	custom
Q1458465	fruit picking
Q357279	culture
Q661782	NUTS:HU
Q76401672	None
Q2974105	digital circuit
Q280221	interpretation
Q280783	popular assembly
Q138580	food packaging
Q653848	world map
Q1005416	federal agency
Q6302990	judicial officer
Q39659371	retail environment
Q163886	Easter egg
Q352956	survey marker
Q354341	colony
Q368972	lacquerware
Q376346	web color
Q409205	xenobiotic
Q451553	visualization
Q467420	Christian symbolism
Q468756	shore
Q483372	paradox
Q1292091	oeconym
Q29530429	roundup
Q844947	landing
Q1221060	None
Q21550355	agricultural complexes
Q831844	staff halt
Q47512208	horse cavalry
Q524273	social geography
Q555911	private property
Q574523	immersion
Q783507	differentiable function
Q1529874	landscape element
Q716815	settler colonialism
Q57263347	None
Q595298	sheaf
Q7595945	stack
Q597339	economic interventionism
Q6566418	Catholic particular church sui iuris
Q613930	thematic relation
Q16000066	compound steam engine
Q618536	candidate
Q4372150	bounty
Q622460	allotrope of carbon
Q21198401	allotrope
Q1751943	prohibition
Q12042581	Olympic award
Q366134	chest
Q1156796	company-grade officer
Q648995	algebraic variety
Q1155772	scheme
Q649732	formal system
Q5469988	formalization
Q3253485	administrative territorial entity of the Democratic Republic of the Congo
Q7631046	administrative territorial entity of Gabon
Q37555	polygon
Q6805588	media clip
Q7897387	unrest
Q7631065	Subdivisions of Mozambique
Q733541	consequence
Q179289	causality
Q737471	double negative elimination
Q7378971	rule of replacement
Q23009442	removal
Q15055433	administrative territorial entity of East Timor
Q743544	administrative territorial entity of Greenland
Q1351306	Regional lockout
Q33005760	narration
Q758871	audio format
Q15623956	administrative territorial entity of Belize
Q771861	Eurasiatic languages
Q1518244	business rule
Q775318	internaut
Q779419	lending library
Q790344	district of Barcelona
Q28106029	junior sport competition
Q60495698	Socken
Q12718609	statistical method
Q2516121	transport building or structure
Q149377	military operation plan
Q56052926	building division
Q1777515	junction
Q11618279	LAU 1
Q48298065	facet of tenis playing skill
Q849965	broadside
Q1433985	broadside
Q854022	trust
Q854248	takeoff
Q39911916	advertisement
Q943260	foreign policy doctrine
Q60614978	distributor
Q885621	liquidation
Q3535173	Organizational life cycle
Q1056396	human resource management
Q503327	thermodynamic system
Q850283	interferometry
Q2200417	cognition
Q21743174	mobile software
Q326561	fishing trawler
Q4686358	advanced practice registered nurse
Q4365210	flat figure
Q38259376	4-dimensional figure
Q959968	control system
Q965478	unsaturated hydrocarbon
Q43648	hydrocarbon
Q973321	hypersurface
Q125539	submanifold
Q979507	Hindu deity
Q39971877	selection
Q1058629	small arm
Q3054575	private law investigator
Q1185892	geological massif
Q2707298	secular music
Q16562419	political entity
Q1071389	gold mining
Q61446800	extractive industry
Q1144278	diocesan bishop
Q17232649	news website
Q1161707	benchmark
Q223871	mediation
Q1166072	financial transaction
Q1172540	data stream
Q4563817	segmental writing system
Q1191433	Tychonoff space
Q1193403	regular space
Q2999029	extra base hit
Q1206110	operator
Q3354588	operator
Q1345234	comarca of Spain
Q1248914	None
Q44097629	Roman archaeology
Q1267055	avocation
Q9779	alphabet
Q1286790	auxiliary ship
Q20814948	secondary school leaving qualification
Q77613467	topological subspace
Q2795484	implementing regulation
Q1346923	command post
Q12153018	None
Q1348645	learning material
Q515716	prefecture
Q2522958	video software
Q5448026	figure painting
Q200297	thermal power station
Q1433633	parking space
Q1434636	None
Q1499548	monetary value
Q194112	value
Q1512368	indefinite legal concept
Q1530560	reveal
Q26037047	culinary equipment
Q81944	cutlery
Q1552832	budoka
Q6887575	mochibun kaisha
Q1573358	Hovertrain
Q2935715	None
Q1642895	lineage
Q15623961	administrative territorial entity of Suriname
Q3241107	delimitation
Q21572908	electronic publication
Q1718024	sound transducer
Q215928	transducer
Q1720648	comparison
Q1723340	None
Q1746015	composition for piano
Q1756060	thermal-neutron reactor
Q1759167	study
Q1787683	Kreishauptmannschaft
Q787417	moveable bridge
Q173106	network node
Q1924397	measurement technique
Q15088658	measured value
Q47103999	type of statistic
Q2043114	extraction
Q7631093	administrative territorial entity of the Gambia
Q6163881	visit
Q2064156	sinusoidal spiral
Q266237	algebraic curve
Q15304430	type of spirit in the Harry Potter universe
Q2098169	planetary probe
Q14912053	nervous system process
Q1428660	Stream type
Q2284014	contact sport
Q2308189	special interest magazine
Q2604680	target audience
Q2393450	dance studies
Q2421951	care
Q2518182	None
Q2551525	water reservoir
Q2553613	webvideo
Q2578772	inhabited locality in Russia
Q56839608	type of business entity in Poland
Q29428439	hexad
Q741507	severe weather
Q2701085	ITF Women's Circuit
Q7700500	tennis tour
Q50301185	tennis tour with multiple editions
Q179226	equestrianism
Q5595257	grand final
Q397610	Agrégation
Q45107320	teacher recruitment competition
Q4674287	acknowledgment
Q5621421	private company
Q2923525	massive particle
Q59820483	companion
Q14863654	multicellular organismal reproductive process
Q2991484	county of Canada
Q3050815	elf in fiction
Q1196276	Kuge
Q3480110	Service d'inspection
Q3152898	struck string instrument
Q63100732	Northwest Pacific tropical cyclone
Q217659	Eurostat
Q1020618	concert dance
Q3240539	harassment
Q7631060	administrative territorial entity of Mauritania
Q1327461	machine-readable dictionary
Q66744609	sociolinguistics term
Q1166625	mathematical problem
Q21055923	type of mathematical problem
Q489983	Reserve Officers' Training Corps
Q70990126	creative work season
Q994895	technical system
Q3477348	sector
Q921513	social organism behavior
Q60965243	None
Q3511052	effects of war
Q15620020	administrative territorial entity of Uruguay
Q15055414	administrative territorial entity of Panama
Q31172650	moral quality
Q48324	morality
Q3831847	liturgical book
Q1338914	handbook
Q3884233	opposition
Q210932	airliner
Q4137690	writer's mask
Q166747	parliamentary system
Q60711924	untraceable copyright owner
Q63391346	passenger terminal
Q1266031	angel in Islam
Q69358181	Human rights by country or territory
Q4426604	wooden architecture
Q4445390	court act
Q4456944	current (fluid)
Q4505975	digital comic
Q1569963	armed merchantman
Q841418	strategic bombing
Q13557414	recording
Q4751134	analytic manifold
Q178844	felony
Q4875688	title in the higher education in the Netherlands
Q2268904	None
Q4903305	bibliographic control
Q17949	falsity
Q26842743	Pathology Oncology Research
Q29906381	irrevocable trust
Q1230584	diversity
Q5382940	epigroup
Q5418608	evolution
Q5473816	Crown land
Q19969434	scroll painting
Q5890494	homestead
Q5926733	Wikimedia movement affiliate
Q6485012	lands administrative division of New South Wales
Q4215166	lands administrative division of Australia
